PMID	Title	Folder_Info	Proposedcondition	Proposed_Experiment_Name	Proposed_replica	Projec	SRA_id	FASTQ_TYPE	notes	strand
31693280	SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes 	SNF2PH_1	Oe48	SNF2PH_2	2	PRJNA562785	SRR10034565	PAIRED	PCF	
31693280	SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes 	SNF2PH_1	Control	SNF2PH_2	1	PRJNA562785	SRR10034545	PAIRED	PCF	
31693280	SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes 	SNF2PH_1	Control	SNF2PH_2	2	PRJNA562785	SRR10034546	PAIRED	PCF	
31693280	SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes 	SNF2PH_1	Oe48	SNF2PH_3	1	PRJNA562785	SRR10034560	PAIRED	PCF	
31693280	SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes 	SNF2PH_1	Oe48	SNF2PH_3	2	PRJNA562785	SRR10034561	PAIRED	PCF	
31693280	SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes 	SNF2PH_1	ControlUN	SNF2PH_3	1	PRJNA562785	SRR10034562	PAIRED	PCF	
31693280	SUMOylated SNF2PH promotes variant surface glycoprotein expression in bloodstream trypanosomes 	SNF2PH_1	ControlUN	SNF2PH_3	2	PRJNA562785	SRR10034563	PAIRED	PCF	
										
										
31968257	Trypanosoma brucei ATR Links DNA Damage Signaling during Antigenic Variation with Regulation of RNA Polymerase I-Transcribed Surface Antigens	TbATR_1	ControlUN	TbATR_1	1	PRJEB23973	ERR2222763	PAIRED	CL1	
31968257	Trypanosoma brucei ATR Links DNA Damage Signaling during Antigenic Variation with Regulation of RNA Polymerase I-Transcribed Surface Antigens	TbATR_1	RNAi24	TbATR_1	1	PRJEB23973	ERR2222764	PAIRED	CL1	
31968257	Trypanosoma brucei ATR Links DNA Damage Signaling during Antigenic Variation with Regulation of RNA Polymerase I-Transcribed Surface Antigens	TbATR_1	ControlUN	TbATR_1	2	PRJEB23973	ERR2222767	PAIRED	CL2	
31968257	Trypanosoma brucei ATR Links DNA Damage Signaling during Antigenic Variation with Regulation of RNA Polymerase I-Transcribed Surface Antigens	TbATR_1	RNAi24	TbATR_1	2	PRJEB23973	ERR2222768	PAIRED	CL2	
31968257	Trypanosoma brucei ATR Links DNA Damage Signaling during Antigenic Variation with Regulation of RNA Polymerase I-Transcribed Surface Antigens	TbATR_1	ControlUN	TbATR_1	3	PRJEB23973	ERR2222771	PAIRED	CL1	
31968257	Trypanosoma brucei ATR Links DNA Damage Signaling during Antigenic Variation with Regulation of RNA Polymerase I-Transcribed Surface Antigens	TbATR_1	RNAi24	TbATR_1	3	PRJEB23973	ERR2222772	PAIRED	CL1	
31968257	Trypanosoma brucei ATR Links DNA Damage Signaling during Antigenic Variation with Regulation of RNA Polymerase I-Transcribed Surface Antigens	TbATR_1	ControlUN	TbATR_2	1	PRJEB23973	ERR2222765	PAIRED	MDSumerror	
31968257	Trypanosoma brucei ATR Links DNA Damage Signaling during Antigenic Variation with Regulation of RNA Polymerase I-Transcribed Surface Antigens	TbATR_1	RNAi36	TbATR_2	1	PRJEB23973	ERR2222766	PAIRED	CL1	
31968257	Trypanosoma brucei ATR Links DNA Damage Signaling during Antigenic Variation with Regulation of RNA Polymerase I-Transcribed Surface Antigens	TbATR_1	ControlUN	TbATR_2	2	PRJEB23973	ERR2222769	PAIRED	CL2	
31968257	Trypanosoma brucei ATR Links DNA Damage Signaling during Antigenic Variation with Regulation of RNA Polymerase I-Transcribed Surface Antigens	TbATR_1	RNAi36	TbATR_2	2	PRJEB23973	ERR2222770	PAIRED	CL2	
31968257	Trypanosoma brucei ATR Links DNA Damage Signaling during Antigenic Variation with Regulation of RNA Polymerase I-Transcribed Surface Antigens	TbATR_1	ControlUN	TbATR_2	3	PRJEB23973	ERR2222773	PAIRED	CL1	
31968257	Trypanosoma brucei ATR Links DNA Damage Signaling during Antigenic Variation with Regulation of RNA Polymerase I-Transcribed Surface Antigens	TbATR_1	RNAi36	TbATR_2	3	PRJEB23973	ERR2222774	PAIRED	CL1	
										
										
32198348	Distinct roles for H4 and H2A.Z acetylation in RNA transcription in African trypanosomes 	TbHAT_1	ControlUN	TbHAT_1	1	PRJNA607761	SRR11122981	PAIRED		
32198348	Distinct roles for H4 and H2A.Z acetylation in RNA transcription in African trypanosomes 	TbHAT_1	ControlUN	TbHAT_1	2	PRJNA607761	SRR11122982	PAIRED		
32198348	Distinct roles for H4 and H2A.Z acetylation in RNA transcription in African trypanosomes 	TbHAT_1	ControlUN	TbHAT_1	3	PRJNA607761	SRR11122983	PAIRED		
32198348	Distinct roles for H4 and H2A.Z acetylation in RNA transcription in African trypanosomes 	TbHAT_1	RNAi48HAT2	TbHAT_1	1	PRJNA607761	SRR11122984	PAIRED		
32198348	Distinct roles for H4 and H2A.Z acetylation in RNA transcription in African trypanosomes 	TbHAT_1	RNAi48HAT2	TbHAT_1	2	PRJNA607761	SRR11122985	PAIRED		
32198348	Distinct roles for H4 and H2A.Z acetylation in RNA transcription in African trypanosomes 	TbHAT_1	RNAi48HAT2	TbHAT_1	3	PRJNA607761	SRR11122986	PAIRED		
32198348	Distinct roles for H4 and H2A.Z acetylation in RNA transcription in African trypanosomes 	TbHAT_1	RNAi48HAT1	TbHAT_1	1	PRJNA607761	SRR11122987	PAIRED		
32198348	Distinct roles for H4 and H2A.Z acetylation in RNA transcription in African trypanosomes 	TbHAT_1	RNAi48HAT1	TbHAT_1	2	PRJNA607761	SRR11122988	PAIRED		
32198348	Distinct roles for H4 and H2A.Z acetylation in RNA transcription in African trypanosomes 	TbHAT_1	RNAi48HAT1	TbHAT_1	3	PRJNA607761	SRR11122989	PAIRED		
										
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_1	1	PRJNA784098	SRR17052113	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_1	2	PRJNA784098	SRR19091061	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_1	3	PRJNA784098	SRR19091060	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_1	4	PRJNA784098	SRR19091049	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	RNAi24	TbESB1_1	1	PRJNA784098	SRR17052082	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	RNAi24	TbESB1_1	2	PRJNA784098	SRR19091042	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	RNAi24	TbESB1_1	3	PRJNA784098	SRR19091041	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	RNAi24	TbESB1_1	4	PRJNA784098	SRR19091040	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	KO48	TbESB1_2	1	PRJNA784098	SRR17052107	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	KO48	TbESB1_2	2	PRJNA784098	SRR19091054	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	KO48	TbESB1_2	3	PRJNA784098	SRR19091053	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	KO48	TbESB1_2	4	PRJNA784098	SRR19091052	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_2	1	PRJNA784098	SRR17052110	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_2	2	PRJNA784098	SRR19091057	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_2	3	PRJNA784098	SRR19091056	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_2	4	PRJNA784098	SRR19091055	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_3	1	PRJNA784098	SRR17052122	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_3	2	PRJNA784098	SRR19091039	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_3	3	PRJNA784098	SRR19091038	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_3	4	PRJNA784098	SRR19091037	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	OE24	TbESB1_3	1	PRJNA784098	SRR17052116	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	OE24	TbESB1_3	2	PRJNA784098	SRR19091036	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	OE24	TbESB1_3	3	PRJNA784098	SRR19091059	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	OE24	TbESB1_3	4	PRJNA784098	SRR19091058	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_4	1	PRJNA784098	SRR17052095	PAIRED	PCF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_4	2	PRJNA784098	SRR19091051	PAIRED	PCF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_4	3	PRJNA784098	SRR19091050	PAIRED	PCF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	TbESB1_4	4	PRJNA784098	SRR19091048	PAIRED	PCF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	OE24	TbESB1_4	1	PRJNA784098	SRR17052093	PAIRED	PCF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	OE24	TbESB1_4	2	PRJNA784098	SRR19091047	PAIRED	PCF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	OE24	TbESB1_4	3	PRJNA784098	SRR19091046	PAIRED	PCF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	OE24	TbESB1_4	4	PRJNA784098	SRR19091045	PAIRED	PCF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	VEX1_4	1	PRJNA784098	SRR17052104	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	RNAi24	VEX1_4	1	PRJNA784098	SRR17052100	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	VEX1_5	1	PRJNA784098	SRR17052103	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	RNAi48	VEX1_5	1	PRJNA784098	SRR17052099	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	ControlUN	VEX1_6	1	PRJNA784098	SRR17052101	PAIRED	BSF	
35879525	Stage-specific transcription activator ESB1 regulates monoallelic antigen expression in Trypanosoma brucei	TbESB1_1	RNAi72	VEX1_6	1	PRJNA784098	SRR17052098	PAIRED	BSF	
										
29491740	Transcriptional Regulation of Telomeric Expression Sites and Antigenic Variation in Trypanosomes 	TbIPMK_1	RNAi36	IPMK_1	1	PRJNA362648	SRR5314671	SINGLE	mixedofpairedandsinglefastqfilesspkitintwoexperiments	
29491740	Transcriptional Regulation of Telomeric Expression Sites and Antigenic Variation in Trypanosomes 	TbIPMK_1	ControlUN	IPMK_1	1	PRJNA362648	SRR5314672	SINGLE	mixedofpairedandsinglefastqfilesspkitintwoexperiments	
29491740	Transcriptional Regulation of Telomeric Expression Sites and Antigenic Variation in Trypanosomes 	TbIPMK_1	RNAi36	IPMK_1	2	PRJNA362648	SRR5315219	SINGLE	mixedofpairedandsinglefastqfilesspkitintwoexperiments	
29491740	Transcriptional Regulation of Telomeric Expression Sites and Antigenic Variation in Trypanosomes 	TbIPMK_1	ControlUN	IPMK_1	2	PRJNA362648	SRR5315220	SINGLE	mixedofpairedandsinglefastqfilesspkitintwoexperiments	
29491740	Transcriptional Regulation of Telomeric Expression Sites and Antigenic Variation in Trypanosomes 	TbIPMK_1	RNAi36	IPMK_2	1	PRJNA362648	SRR5253722	PAIRED		
29491740	Transcriptional Regulation of Telomeric Expression Sites and Antigenic Variation in Trypanosomes 	TbIPMK_1	ControlUN	IPMK_2	1	PRJNA362648	SRR5253723	PAIRED		
										
36169304	The SPARC complex defines RNAPII promoters in Trypanosoma brucei	TbSET27	Control	SET27_1	1	PRJNA857735	SRR20081822	PAIRED		
36169304	The SPARC complex defines RNAPII promoters in Trypanosoma brucei	TbSET27	Control	SET27_1	2	PRJNA857735	SRR20081826	PAIRED		
36169304	The SPARC complex defines RNAPII promoters in Trypanosoma brucei	TbSET27	KO	SET27_1	1	PRJNA857735	SRR20081821	PAIRED		
36169304	The SPARC complex defines RNAPII promoters in Trypanosoma brucei	TbSET27	KO	SET27_1	2	PRJNA857735	SRR20081827	PAIRED		
36169304	The SPARC complex defines RNAPII promoters in Trypanosoma brucei	TbSET27	KO	SET27_1	3	PRJNA857735	SRR20081829	PAIRED		
36169304	The SPARC complex defines RNAPII promoters in Trypanosoma brucei	TbSET27	sKO	SET27_1	1	PRJNA857735	SRR20081828	PAIRED		
36169304	The SPARC complex defines RNAPII promoters in Trypanosoma brucei	TbSET27	sKO	SET27_1	2	PRJNA857735	SRR20081823	PAIRED		
36169304	The SPARC complex defines RNAPII promoters in Trypanosoma brucei	TbSET27	sKO	SET27_1	3	PRJNA857735	SRR20081820	PAIRED		
										
30420356	Nuclear Phosphatidylinositol 5-Phosphatase Is Essential for Allelic Exclusion of Variant Surface Glycoprotein Genes in Trypanosomes 	PIP5Pase_1	ControlUN	PIP5Pase_1	1	PRJNA476985	SRR7401110	PAIRED	MDSumerror	
30420356	Nuclear Phosphatidylinositol 5-Phosphatase Is Essential for Allelic Exclusion of Variant Surface Glycoprotein Genes in Trypanosomes 	PIP5Pase_1	KO	PIP5Pase_1	2	PRJNA476985	SRR7401112	SINGLE	PossibleSwitchofKOvsControl,doubleexpressorof2/11	
30420356	Nuclear Phosphatidylinositol 5-Phosphatase Is Essential for Allelic Exclusion of Variant Surface Glycoprotein Genes in Trypanosomes 	PIP5Pase_1	KO	PIP5Pase_1	1	PRJNA476985	SRR7401109	PAIRED	MDSumerror	
30420356	Nuclear Phosphatidylinositol 5-Phosphatase Is Essential for Allelic Exclusion of Variant Surface Glycoprotein Genes in Trypanosomes 	PIP5Pase_1	ControlUN	PIP5Pase_1	2	PRJNA476985	SRR7401111	SINGLE	PossibleSwitchofKOvsControl,doubleexpressorof2/11Exp#2Tet+	
										
33783358	Functional insights from a surface antigen mRNA-bound proteome	CFB2_1	Control	CFB2_1	1	PRJEB21615	ERR4704791	SINGLE		
33783358	Functional insights from a surface antigen mRNA-bound proteome	CFB2_1	ControlUN	CFB2_1	2	PRJEB21615	ERR4704794	SINGLE		
33783358	Functional insights from a surface antigen mRNA-bound proteome	CFB2_1	ControlUN	CFB2_1	3	PRJEB21615	ERR4704796	SINGLE		
33783358	Functional insights from a surface antigen mRNA-bound proteome	CFB2_1	RNAi9	CFB2_1	1	PRJEB21615	ERR4704793	SINGLE		
33783358	Functional insights from a surface antigen mRNA-bound proteome	CFB2_1	RNAi9	CFB2_1	2	PRJEB21615	ERR4704795	SINGLE		
33783358	Functional insights from a surface antigen mRNA-bound proteome	CFB2_1	Control	CFB2_1	3	PRJEB21615	ERR4704792	SINGLE		
										
32084124	Functional insights from a surface antigen mRNA-bound proteome	PNUTS_1	ControlUN	PNUTS_1	1	PRJNA559811	SRR9951065	SINGLE		
32084124	Functional insights from a surface antigen mRNA-bound proteome	PNUTS_1	ControlUN	PNUTS_1	2	PRJNA559811	SRR9951061	SINGLE		
32084124	Functional insights from a surface antigen mRNA-bound proteome	PNUTS_1	ControlUN	PNUTS_1	3	PRJNA559811	SRR9951063	SINGLE		
32084124	Functional insights from a surface antigen mRNA-bound proteome	PNUTS_1	RNAi48	PNUTS_1	1	PRJNA559811	SRR9951062	SINGLE		
32084124	Functional insights from a surface antigen mRNA-bound proteome	PNUTS_1	RNAi48	PNUTS_1	2	PRJNA559811	SRR9951064	SINGLE		
32084124	Functional insights from a surface antigen mRNA-bound proteome	PNUTS_1	RNAi48	PNUTS_1	3	PRJNA559811	SRR9951066	SINGLE		
										
26646171	Bromodomain Proteins Contribute to Maintenance of Bloodstream Form Stage Identity in the African Trypanosome	BDF_1	Control	BET151_1	1	PRJNA559811	SRR2154069	SINGLE		
26646171	Bromodomain Proteins Contribute to Maintenance of Bloodstream Form Stage Identity in the African Trypanosome	BDF_1	Drug3h	BET151_1	1	PRJNA559811	SRR2154091	SINGLE		
26646171	Bromodomain Proteins Contribute to Maintenance of Bloodstream Form Stage Identity in the African Trypanosome	BDF_1	Drug6h	BET151_1	1	PRJNA559811	SRR2154092	SINGLE		
26646171	Bromodomain Proteins Contribute to Maintenance of Bloodstream Form Stage Identity in the African Trypanosome	BDF_1	Drug12h	BET151_1	1	PRJNA559811	SRR2154095	SINGLE		
26646171	Bromodomain Proteins Contribute to Maintenance of Bloodstream Form Stage Identity in the African Trypanosome	BDF_1	Drug24h	BET151_1	1	PRJNA559811	SRR2154096	SINGLE		
26646171	Bromodomain Proteins Contribute to Maintenance of Bloodstream Form Stage Identity in the African Trypanosome	BDF_1	Drug48h	BET151_1	1	PRJNA559811	SRR2154088	SINGLE		
26646171	Bromodomain Proteins Contribute to Maintenance of Bloodstream Form Stage Identity in the African Trypanosome	BDF_1	Drug72h	BET151_1	1	PRJNA559811	SRR2154089	SINGLE
26646171	Bromodomain Proteins Contribute to Maintenance of Bloodstream Form Stage Identity in the African Trypanosome	BDF_1	ControlUN	BDF3_1	1	PRJNA559811	SRR2154093	SINGLE		
26646171	Bromodomain Proteins Contribute to Maintenance of Bloodstream Form Stage Identity in the African Trypanosome	BDF_1	KO24	BDF3_1	1	PRJNA559811	SRR2154094	SINGLE		
26646171	Bromodomain Proteins Contribute to Maintenance of Bloodstream Form Stage Identity in the African Trypanosome	BDF_1	ControlUN	BDF2_1	1	PRJNA559811	SRR2154097	SINGLE		
26646171	Bromodomain Proteins Contribute to Maintenance of Bloodstream Form Stage Identity in the African Trypanosome	BDF_1	KO48	BDF2_1	1	PRJNA559811	SRR2154098	SINGLE		
										
26796638	Base J and H3.V Regulate Transcriptional Termination in Trypanosoma brucei	H3_1	Control	H3_1	1	PRJNA305332	SRR2982158	SINGLE	Wild-type	
26796638	Base J and H3.V Regulate Transcriptional Termination in Trypanosoma brucei	H3_1	Control	H3_1	2	PRJNA305332	SRR2982159	SINGLE	Wild-type	
26796638	Base J and H3.V Regulate Transcriptional Termination in Trypanosoma brucei	H3_1	Control	H3_1	3	PRJNA305332	SRR2982160	SINGLE	Wild-type	
26796638	Base J and H3.V Regulate Transcriptional Termination in Trypanosoma brucei	H3_1	KOJ	H3_1	1	PRJNA305332	SRR2982203	SINGLE	JΔ	
26796638	Base J and H3.V Regulate Transcriptional Termination in Trypanosoma brucei	H3_1	KOJ	H3_1	2	PRJNA305332	SRR2982223	SINGLE	JΔ	
26796638	Base J and H3.V Regulate Transcriptional Termination in Trypanosoma brucei	H3_1	KOJ	H3_1	3	PRJNA305332	SRR2982242	SINGLE	JΔ	
26796638	Base J and H3.V Regulate Transcriptional Termination in Trypanosoma brucei	H3_1	KOH3	H3_1	1	PRJNA305332	SRR2982251	SINGLE	H3.VΔ	
26796638	Base J and H3.V Regulate Transcriptional Termination in Trypanosoma brucei	H3_1	KOH3	H3_1	2	PRJNA305332	SRR2982253	SINGLE	H3.VΔ	
26796638	Base J and H3.V Regulate Transcriptional Termination in Trypanosoma brucei	H3_1	KOH3	H3_1	3	PRJNA305332	SRR2982254	SINGLE	H3.VΔ	
26796638	Base J and H3.V Regulate Transcriptional Termination in Trypanosoma brucei	H3_1	KOH3J	H3_1	1	PRJNA305332	SRR2982333	SINGLE	JΔH3.VΔ	
26796638	Base J and H3.V Regulate Transcriptional Termination in Trypanosoma brucei	H3_1	KOH3J	H3_1	2	PRJNA305332	SRR2982334	SINGLE	JΔH3.VΔ	
26796638	Base J and H3.V Regulate Transcriptional Termination in Trypanosoma brucei	H3_1	KOH3J	H3_1	3	PRJNA305332	SRR2982335	SINGLE	JΔH3.VΔ	
										
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	ControlUN	RBP10_1	1	PRJEB13058	ERR1328278	SINGLE	BSFFreemono	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	ControlUN	RBP10_1	2	PRJEB13058	ERR1328279	SINGLE	BSFFreemono	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	RNAi24	RBP10_1	1	PRJEB13058	ERR1328272	SINGLE	BSFFreemono	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	RNAi24	RBP10_1	2	PRJEB13058	ERR1328273	SINGLE	BSFFreemono	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	ControlUN	RBP10_2	1	PRJEB13058	ERR1328280	SINGLE	BSFinput	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	ControlUN	RBP10_2	2	PRJEB13058	ERR1328281	SINGLE	BSFinput	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	RNAi24	RBP10_2	1	PRJEB13058	ERR1328274	SINGLE	BSFinput	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	RNAi24	RBP10_2	2	PRJEB13058	ERR1328275	SINGLE	BSFinput	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	ControlUN	RBP10_3	1	PRJEB13058	ERR1328282	SINGLE	BSFpoly	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	ControlUN	RBP10_3	2	PRJEB13058	ERR1328283	SINGLE	BSFpoly	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	RNAi24	RBP10_3	1	PRJEB13058	ERR1328276	SINGLE	BSFpoly	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	RNAi24	RBP10_3	2	PRJEB13058	ERR1328277	SINGLE	BSFpoly	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	ControlUN	RBP10_4	1	PRJEB13058	ERR1328290	SINGLE	PCF	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	ControlUN	RBP10_4	2	PRJEB13058	ERR1328291	SINGLE	PCF	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	RNAi24	RBP10_4	1	PRJEB13058	ERR1328284	SINGLE	PCF	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	RNAi24	RBP10_4	2	PRJEB13058	ERR1328285	SINGLE	PCF	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	ControlUN	RBP10_5	1	PRJEB13058	ERR1328292	SINGLE	PCF	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	ControlUN	RBP10_5	2	PRJEB13058	ERR1328293	SINGLE	PCF	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	RNAi24	RBP10_5	1	PRJEB13058	ERR1328286	SINGLE	PCF	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	RNAi24	RBP10_5	2	PRJEB13058	ERR1328287	SINGLE	PCF	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	ControlUN	RBP10_6	1	PRJEB13058	ERR1328294	SINGLE	PCF	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	ControlUN	RBP10_6	2	PRJEB13058	ERR1328295	SINGLE	PCF	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	RNAi24	RBP10_6	1	PRJEB13058	ERR1328288	SINGLE	PCF	
30381351	Glucose Signaling Is Important for Nutrient Adaptation during Differentiation of Pleomorphic African Trypanosomes	RBP10_1	RNAi24	RBP10_6	2	PRJEB13058	ERR1328289	SINGLE	PCF	
										
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	ControlUN	ZC3H28_1	1	PRJEB46453	ERR6325900	SINGLE		
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	ControlUN	ZC3H28_1	2	PRJEB46453	ERR6325901	SINGLE		STRANDED
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	ControlUN	ZC3H28_1	3	PRJEB46453	ERR6325902	SINGLE		STRANDED
35264260	Interactions of the Trypanosoma brucei brucei zinc-finger-domain protein ZC3H28	ZC3H28_1	ControlUN	ZC3H28_1	4	PRJEB46453	ERR6325903	SINGLE		STRANDED
